Campaign_ID,Campaign_Type,Target_Audience,Duration,Channel_Used,Impressions,Clicks,Leads,Conversions,Revenue,Acquisition_Cost,ROI,Language,Engagement_Score,Customer_Segment,Date
NY-CMP-23211,Social Media,Working Women,8.00,"YouTube, Email, Facebook",70671.00,10533.00,4181.00,3292.00,1007352.00,87.23,2.51,English,25.48,Youth,11-07-2024
NY-CMP-23212,Paid Ads,Tier 2 City Customers,9.00,Email,76999.00,10068.00,2222.00,687.00,248694.00,209.33,0.73,English,16.85,Tier 2 City Customers,05-12-2025
NY-CMP-23213,Paid Ads,Working Women,23.00,"Instagram, WhatsApp",49487.00,2689.00,1368.00,618.00,264504.00,231.26,0.85,Hindi,9.45,College Students,11-09-2024
NY-CMP-23214,Influencer,Premium Shoppers,13.00,"WhatsApp, Facebook, Google",15366.00,1312.00,275.00,93.00,26040.00,1190.26,-0.76,Hindi,10.93,Premium Shoppers,27-04-2025
NY-CMP-23215,Paid Ads,Tier 2 City Customers,28.00,"YouTube, Email, Google",83869.00,9683.00,2172.00,1302.00,697872.00,71.42,6.51,Bengali,15.69,College Students,18-11-2024
NY-CMP-23216,Influencer,Premium Shoppers,6.00,Google,85659.00,8589.00,4539.00,2665.00,1010035.00,68.88,4.50,English,18.44,Tier 2 City Customers,11-02-2024
NY-CMP-23217,SEO,Working Women,19.00,Facebook,88759.00,3478.00,1710.00,606.00,146046.00,423.51,-0.43,Hindi,6.53,College Students,15-02-2025
NY-CMP-23218,Email,College Students,30.00,"WhatsApp, YouTube",95156.00,2569.00,996.00,694.00,477472.00,184.64,2.73,Hindi,4.48,Premium Shoppers,18-09-2024
NY-CMP-23219,Social Media,Youth,11.00,Google,38150.00,2246.00,940.00,293.00,180781.00,1023.60,-0.40,Bengali,9.12,College Students,12-07-2024
NY-CMP-23220,Influencer,Premium Shoppers,6.00,"Facebook, WhatsApp",92626.00,7199.00,1665.00,941.00,225840.00,271.22,-0.12,English,10.59,Youth,23-10-2024
NY-CMP-23221,Paid Ads,Tier 2 City Customers,24.00,Google,80327.00,6875.00,3277.00,2401.00,590646.00,82.25,1.99,Hindi,15.63,Youth,06-03-2025
NY-CMP-23222,Social Media,Premium Shoppers,7.00,"Email, Facebook, WhatsApp",81631.00,10027.00,4618.00,2203.00,1110312.00,32.87,14.34,Hindi,20.64,Tier 2 City Customers,16-07-2024
NY-CMP-23223,Influencer,Tier 2 City Customers,27.00,"Instagram, Facebook",69138.00,4025.00,1552.00,541.00,137414.00,357.05,-0.29,Bengali,8.85,Tier 2 City Customers,11-02-2024
NY-CMP-23224,Social Media,College Students,24.00,"WhatsApp, Email, YouTube",76933.00,2449.00,1141.00,519.00,398073.00,205.08,2.74,English,5.34,Tier 2 City Customers,03-10-2025
NY-CMP-23225,SEO,Youth,9.00,"YouTube, Facebook, WhatsApp",78592.00,11369.00,3270.00,1202.00,417094.00,228.38,0.52,Tamil,20.16,College Students,05-06-2025
NY-CMP-23226,Social Media,Premium Shoppers,13.00,"WhatsApp, Facebook, YouTube",21643.00,2799.00,914.00,482.00,202922.00,139.37,2.02,Hindi,19.38,Youth,09-12-2024
NY-CMP-23227,Paid Ads,Youth,17.00,"Facebook, WhatsApp, Google",28560.00,3320.00,1597.00,928.00,283968.00,211.72,0.45,Hindi,20.47,Tier 2 City Customers,27-08-2024
NY-CMP-23228,SEO,Tier 2 City Customers,24.00,"Facebook, WhatsApp, Instagram",12203.00,511.00,264.00,83.00,33283.00,881.58,-0.55,Tamil,7.03,Premium Shoppers,15-10-2024
NY-CMP-23229,Paid Ads,Premium Shoppers,28.00,"Google, Email",79104.00,6131.00,2011.00,1403.00,562603.00,192.60,1.08,Hindi,12.07,Working Women,07-02-2024
NY-CMP-23230,Influencer,Youth,18.00,"WhatsApp, Email",85076.00,9667.00,4943.00,3159.00,969813.00,43.92,5.99,Tamil,20.89,Premium Shoppers,08-08-2024
NY-CMP-23231,Email,Tier 2 City Customers,17.00,Facebook,64448.00,2037.00,1097.00,875.00,352625.00,164.11,1.46,Bengali,6.22,Working Women,01-10-2025
NY-CMP-23232,Email,Premium Shoppers,11.00,"Facebook, Instagram",38052.00,5558.00,1611.00,570.00,380760.00,372.00,0.80,English,20.34,Working Women,15-09-2024
NY-CMP-23233,Social Media,Tier 2 City Customers,18.00,"Email, YouTube",59835.00,7925.00,4433.00,2892.00,1489380.00,47.23,9.90,Tamil,25.49,Tier 2 City Customers,10-04-2024
NY-CMP-23234,Social Media,Premium Shoppers,23.00,"Facebook, YouTube",12112.00,382.00,89.00,60.00,20100.00,3157.97,-0.89,Tamil,4.38,Youth,30-07-2024
NY-CMP-23235,Email,Youth,22.00,"Instagram, Google",27654.00,1632.00,476.00,191.00,131790.00,1359.73,-0.49,Bengali,8.31,Premium Shoppers,04-02-2025
NY-CMP-23236,Influencer,Premium Shoppers,6.00,Google,70978.00,6452.00,1966.00,710.00,548120.00,226.04,2.42,English,12.86,Premium Shoppers,13-08-2024
NY-CMP-23237,SEO,College Students,19.00,YouTube,49213.00,3882.00,1455.00,451.00,261129.00,456.17,0.27,Hindi,11.76,Tier 2 City Customers,01-10-2025
NY-CMP-23238,Email,Youth,27.00,"YouTube, Facebook",67276.00,3916.00,1907.00,842.00,408370.00,241.90,1.00,Bengali,9.91,Youth,01-11-2025
NY-CMP-23239,Influencer,Working Women,11.00,"Google, WhatsApp, Instagram",24100.00,2322.00,834.00,340.00,206720.00,544.29,0.12,Tamil,14.51,Working Women,29-10-2024
NY-CMP-23240,Paid Ads,Premium Shoppers,17.00,"Email, Instagram, YouTube",43647.00,3581.00,936.00,616.00,445368.00,403.30,0.79,English,11.76,Working Women,30-05-2025
NY-CMP-23241,SEO,College Students,5.00,"Email, Facebook",29530.00,2179.00,601.00,470.00,162620.00,195.80,0.77,Bengali,11.01,Premium Shoppers,27-03-2025
NY-CMP-23242,SEO,College Students,5.00,"YouTube, Instagram",17782.00,1982.00,476.00,341.00,86273.00,341.96,-0.26,English,15.74,Working Women,08-12-2024
NY-CMP-23243,Social Media,Tier 2 City Customers,30.00,"Instagram, WhatsApp",37138.00,2960.00,716.00,348.00,118320.00,318.49,0.07,Tamil,10.84,College Students,30-01-2025
NY-CMP-23244,Email,Youth,5.00,"Email, Instagram",32015.00,3294.00,1161.00,401.00,174435.00,658.72,-0.34,Bengali,15.17,College Students,20-09-2024
NY-CMP-23245,Paid Ads,Premium Shoppers,20.00,Facebook,65069.00,4849.00,2426.00,767.00,359723.00,203.88,1.30,Bengali,12.36,Tier 2 City Customers,10-05-2024
NY-CMP-23246,Email,Working Women,16.00,"Facebook, WhatsApp, Google",76853.00,3003.00,774.00,397.00,186987.00,258.32,0.82,Hindi,5.43,Youth,08-04-2024
NY-CMP-23247,Email,Premium Shoppers,17.00,Instagram,22745.00,907.00,314.00,129.00,56889.00,1243.60,-0.65,English,5.94,Premium Shoppers,06-06-2025
NY-CMP-23248,Email,Youth,26.00,YouTube,65194.00,3056.00,787.00,357.00,228837.00,554.77,0.16,Tamil,6.44,Working Women,14-01-2025
NY-CMP-23249,Email,Tier 2 City Customers,21.00,WhatsApp,16630.00,436.00,114.00,35.00,23835.00,4530.37,-0.85,Bengali,3.52,Premium Shoppers,25-04-2025
NY-CMP-23250,Influencer,Premium Shoppers,24.00,Instagram,14984.00,723.00,162.00,53.00,37630.00,5002.83,-0.86,Hindi,6.26,Working Women,07-04-2024
NY-CMP-23251,Social Media,College Students,11.00,"WhatsApp, Email, Instagram",71420.00,4764.00,1805.00,956.00,485648.00,261.71,0.94,Tamil,10.54,College Students,02-07-2025
NY-CMP-23252,Social Media,College Students,28.00,"WhatsApp, YouTube, Facebook",90894.00,10249.00,3647.00,1143.00,838962.00,46.58,14.76,Tamil,16.55,Premium Shoppers,15-09-2024
NY-CMP-23253,SEO,Tier 2 City Customers,17.00,"Google, YouTube, Instagram",14285.00,1907.00,557.00,308.00,228844.00,543.81,0.37,Bengali,19.40,Working Women,20-09-2024
NY-CMP-23254,Influencer,Working Women,7.00,Google,96770.00,8110.00,4731.00,1855.00,1448755.00,95.42,7.19,English,15.19,Working Women,02-11-2025
NY-CMP-23255,Social Media,Working Women,29.00,YouTube,60725.00,2205.00,1131.00,393.00,293178.00,672.56,0.11,Bengali,6.14,Tier 2 City Customers,16-11-2024
NY-CMP-23256,Paid Ads,Youth,13.00,"WhatsApp, Google",59654.00,2703.00,1615.00,571.00,142179.00,138.40,0.80,English,8.20,Premium Shoppers,30-03-2025
NY-CMP-23257,Paid Ads,Premium Shoppers,27.00,"WhatsApp, YouTube",87400.00,2766.00,876.00,389.00,264520.00,205.66,2.31,Hindi,4.61,Premium Shoppers,26-08-2024
NY-CMP-23258,Influencer,College Students,24.00,Instagram,17109.00,410.00,175.00,122.00,54534.00,1483.17,-0.70,Hindi,4.13,Premium Shoppers,26-10-2024
NY-CMP-23259,Email,Working Women,10.00,"Instagram, Google, YouTube",24407.00,3439.00,788.00,354.00,191514.00,228.40,1.37,Bengali,18.77,Tier 2 City Customers,22-10-2024
NY-CMP-23260,Paid Ads,Tier 2 City Customers,6.00,"WhatsApp, Facebook",12891.00,1414.00,338.00,143.00,57057.00,361.24,0.10,English,14.70,Youth,06-02-2025
NY-CMP-23261,Paid Ads,College Students,7.00,"YouTube, Facebook, Google",39240.00,4191.00,2247.00,1616.00,1212000.00,100.88,6.43,Tamil,20.52,Youth,19-02-2025
NY-CMP-23262,Email,Working Women,7.00,WhatsApp,48971.00,7014.00,3182.00,2372.00,1416084.00,37.72,14.83,Tamil,25.66,Working Women,26-03-2025
NY-CMP-23263,Paid Ads,College Students,15.00,"Facebook, Email, WhatsApp",37908.00,4066.00,2083.00,1440.00,380160.00,204.03,0.29,Hindi,20.02,Working Women,08-02-2024
NY-CMP-23264,SEO,College Students,18.00,WhatsApp,41790.00,5642.00,1947.00,1556.00,709536.00,89.87,4.07,Bengali,21.88,Working Women,24-09-2024
NY-CMP-23265,Paid Ads,College Students,24.00,"Google, Instagram",14691.00,539.00,137.00,44.00,17292.00,2948.86,-0.87,Bengali,4.90,College Students,14-07-2024
NY-CMP-23266,Social Media,College Students,10.00,"Instagram, Google, WhatsApp",80840.00,11408.00,4754.00,2374.00,852266.00,47.73,6.52,Bengali,22.93,Tier 2 City Customers,02-05-2025
NY-CMP-23267,Email,College Students,13.00,"Instagram, YouTube, Email",32719.00,1291.00,511.00,401.00,274685.00,551.34,0.24,English,6.73,College Students,12-04-2024
NY-CMP-23268,Email,Premium Shoppers,5.00,"Instagram, Email",34203.00,2145.00,834.00,513.00,343197.00,119.78,4.59,Bengali,10.21,College Students,07-02-2024
NY-CMP-23269,Influencer,Youth,12.00,"Facebook, YouTube, Instagram",46630.00,4173.00,1864.00,793.00,461526.00,198.21,1.94,English,14.65,Premium Shoppers,16-08-2024
NY-CMP-23270,Paid Ads,Youth,21.00,"Facebook, YouTube",17377.00,1931.00,608.00,428.00,325708.00,356.87,1.13,English,17.07,Tier 2 City Customers,10-08-2024
NY-CMP-23271,SEO,Premium Shoppers,15.00,"YouTube, Facebook, WhatsApp",35533.00,3861.00,1104.00,644.00,256312.00,280.95,0.42,Bengali,15.79,Tier 2 City Customers,27-11-2024
NY-CMP-23272,Influencer,Tier 2 City Customers,15.00,"Instagram, Facebook",43792.00,3633.00,1504.00,599.00,137171.00,189.43,0.21,Tamil,13.10,Youth,18-09-2024
NY-CMP-23273,Social Media,College Students,7.00,"Instagram, Google, Facebook",29222.00,3442.00,1595.00,792.00,492624.00,154.11,3.04,Bengali,19.95,Working Women,21-09-2024
NY-CMP-23274,Email,Premium Shoppers,8.00,"WhatsApp, Facebook",39466.00,3274.00,1875.00,1480.00,491360.00,166.61,0.99,Hindi,16.80,Youth,03-12-2025
NY-CMP-23275,Social Media,Youth,17.00,"Instagram, Google, Facebook",62541.00,9142.00,3944.00,2312.00,1320152.00,43.65,12.08,English,24.62,Premium Shoppers,25-03-2025
NY-CMP-23276,SEO,Working Women,22.00,Instagram,39213.00,1462.00,438.00,210.00,59850.00,1385.23,-0.79,Hindi,5.38,Tier 2 City Customers,15-12-2024
NY-CMP-23277,Influencer,Working Women,15.00,"YouTube, WhatsApp, Facebook",81202.00,6242.00,2350.00,1565.00,1219135.00,177.53,3.39,English,12.51,College Students,20-12-2024
NY-CMP-23278,Influencer,Tier 2 City Customers,13.00,"Facebook, YouTube",15303.00,591.00,165.00,67.00,42880.00,2407.28,-0.73,Tamil,5.38,Premium Shoppers,22-03-2025
NY-CMP-23279,Paid Ads,College Students,15.00,"Email, YouTube, WhatsApp",16140.00,857.00,434.00,196.00,104860.00,1000.61,-0.47,English,9.21,Youth,13-04-2025
NY-CMP-23280,Social Media,Working Women,24.00,Facebook,12324.00,546.00,161.00,109.00,74338.00,659.28,0.03,Tamil,6.62,College Students,01-05-2025
NY-CMP-23281,Influencer,Tier 2 City Customers,14.00,Facebook,24776.00,2293.00,959.00,506.00,284372.00,390.74,0.44,Bengali,15.17,Working Women,26-05-2025
NY-CMP-23282,Paid Ads,Premium Shoppers,20.00,Instagram,13415.00,977.00,483.00,291.00,207483.00,447.31,0.59,Hindi,13.05,College Students,28-01-2025
NY-CMP-23283,Paid Ads,Tier 2 City Customers,28.00,"Facebook, YouTube, Email",45424.00,1793.00,528.00,211.00,120270.00,388.85,0.47,English,5.57,Working Women,26-02-2025
NY-CMP-23284,Influencer,Youth,23.00,"Instagram, YouTube, Google",33065.00,762.00,237.00,153.00,86292.00,1860.53,-0.70,Bengali,3.48,Youth,19-11-2024
NY-CMP-23285,Influencer,Tier 2 City Customers,22.00,"Facebook, Instagram, Email",94196.00,8239.00,3794.00,1408.00,549120.00,141.47,1.76,Tamil,14.27,Premium Shoppers,30-10-2024
NY-CMP-23286,Paid Ads,Tier 2 City Customers,10.00,Email,50559.00,7514.00,2053.00,715.00,180895.00,239.37,0.06,Bengali,20.34,College Students,10-06-2024
NY-CMP-23287,Influencer,College Students,8.00,"WhatsApp, Instagram",62635.00,3759.00,1263.00,684.00,299592.00,265.78,0.65,English,9.11,Working Women,05-07-2025
NY-CMP-23288,Email,College Students,15.00,"Google, WhatsApp",42161.00,1923.00,435.00,134.00,42076.00,1447.45,-0.78,Bengali,5.91,Premium Shoppers,18-10-2024
NY-CMP-23289,Social Media,Premium Shoppers,10.00,"WhatsApp, Google",15843.00,1893.00,902.00,312.00,87672.00,807.13,-0.65,Tamil,19.61,Working Women,30-05-2025
NY-CMP-23290,Email,Tier 2 City Customers,8.00,YouTube,58534.00,4564.00,2670.00,1624.00,969528.00,40.75,13.65,Hindi,15.13,Tier 2 City Customers,08-04-2024
NY-CMP-23291,SEO,College Students,29.00,"Email, Facebook",71842.00,3635.00,1380.00,668.00,235136.00,392.10,-0.10,Bengali,7.91,Premium Shoppers,27-02-2025
NY-CMP-23292,Email,College Students,23.00,WhatsApp,37975.00,1641.00,845.00,449.00,275686.00,123.53,3.97,Hindi,7.73,Working Women,15-12-2024
NY-CMP-23293,SEO,College Students,7.00,"Google, Instagram, Email",55183.00,3896.00,1366.00,570.00,363090.00,153.21,3.16,Tamil,10.57,Premium Shoppers,03-08-2025
NY-CMP-23294,SEO,Tier 2 City Customers,11.00,"Instagram, WhatsApp, Facebook",98259.00,9728.00,2756.00,2202.00,964476.00,114.09,2.84,English,14.95,College Students,18-05-2025
NY-CMP-23295,Email,Youth,30.00,Google,60975.00,5379.00,2633.00,1226.00,485496.00,149.33,1.65,Bengali,15.15,Tier 2 City Customers,01-12-2025
NY-CMP-23296,Influencer,Tier 2 City Customers,21.00,"Google, Instagram, Email",37601.00,3598.00,1947.00,1460.00,693500.00,79.74,4.96,Hindi,18.63,Tier 2 City Customers,04-01-2025
NY-CMP-23297,SEO,College Students,25.00,"Instagram, Email",58093.00,4395.00,1147.00,810.00,551610.00,68.71,8.91,Bengali,10.93,College Students,01-11-2025
NY-CMP-23298,Influencer,Youth,28.00,"YouTube, WhatsApp",31133.00,4189.00,1301.00,564.00,216576.00,269.57,0.42,Hindi,19.45,College Students,02-09-2025
NY-CMP-23299,Influencer,Tier 2 City Customers,22.00,Facebook,84831.00,8539.00,5000.00,1631.00,1100925.00,51.17,12.19,Tamil,17.88,Youth,08-07-2024
NY-CMP-23300,Influencer,Working Women,20.00,"Email, WhatsApp",60566.00,3548.00,1715.00,846.00,507600.00,142.27,3.22,Tamil,10.09,Premium Shoppers,11-11-2024
NY-CMP-23301,Paid Ads,College Students,20.00,"Google, Facebook, Instagram",15027.00,2085.00,746.00,430.00,89440.00,672.55,-0.69,Hindi,21.70,College Students,03-11-2025
NY-CMP-23302,Social Media,Premium Shoppers,20.00,"YouTube, Email",66405.00,8845.00,3187.00,2317.00,1371664.00,100.89,4.87,English,21.61,Premium Shoppers,16-09-2024
NY-CMP-23303,SEO,Youth,8.00,"Facebook, YouTube, Email",20885.00,883.00,511.00,280.00,188440.00,340.11,0.98,Tamil,8.02,Premium Shoppers,01-05-2025
NY-CMP-23304,Social Media,Working Women,10.00,Google,42307.00,1722.00,594.00,400.00,110000.00,544.24,-0.49,Hindi,6.42,Premium Shoppers,14-09-2024
NY-CMP-23305,Influencer,College Students,8.00,YouTube,29925.00,1240.00,673.00,497.00,307146.00,148.48,3.16,English,8.05,College Students,06-08-2025
NY-CMP-23306,Paid Ads,Youth,14.00,"Instagram, YouTube",85721.00,3646.00,1326.00,488.00,209352.00,351.68,0.22,Hindi,6.37,Youth,06-10-2025
NY-CMP-23307,Influencer,College Students,24.00,"YouTube, Instagram, Google",31090.00,668.00,387.00,165.00,63195.00,1072.19,-0.64,Tamil,3.92,Tier 2 City Customers,16-11-2024
NY-CMP-23308,Email,Tier 2 City Customers,7.00,Google,34396.00,3563.00,753.00,557.00,339770.00,369.57,0.65,Tamil,14.17,Tier 2 City Customers,20-02-2025
NY-CMP-23309,Paid Ads,College Students,27.00,"Google, WhatsApp, Instagram",49708.00,2425.00,915.00,276.00,100464.00,973.17,-0.63,Tamil,7.27,Premium Shoppers,30-10-2024
NY-CMP-23310,Email,Tier 2 City Customers,11.00,YouTube,36155.00,2221.00,568.00,401.00,318795.00,386.61,1.06,English,8.82,Tier 2 City Customers,23-12-2024
NY-CMP-23311,Influencer,Working Women,29.00,"Instagram, YouTube",54615.00,7354.00,4319.00,1750.00,878500.00,107.85,3.65,English,24.58,Working Women,10-01-2024
NY-CMP-23312,Paid Ads,Working Women,18.00,"YouTube, Google, Facebook",84070.00,2173.00,1270.00,498.00,255474.00,192.20,1.67,Bengali,4.69,Youth,20-10-2024
NY-CMP-23313,SEO,College Students,12.00,Instagram,77255.00,10159.00,3567.00,2337.00,1635900.00,29.58,22.66,Bengali,20.79,Working Women,20-11-2024
NY-CMP-23314,Social Media,Youth,23.00,"YouTube, WhatsApp, Instagram",70090.00,6304.00,1668.00,893.00,462574.00,82.12,5.31,Hindi,12.65,Youth,23-07-2024
NY-CMP-23315,Email,Tier 2 City Customers,22.00,"YouTube, WhatsApp, Email",31603.00,1205.00,582.00,318.00,153912.00,780.69,-0.38,Tamil,6.66,Working Women,22-12-2024
NY-CMP-23316,Paid Ads,Youth,8.00,"Facebook, Instagram",22126.00,993.00,506.00,398.00,187856.00,706.26,-0.33,Bengali,8.57,Premium Shoppers,19-03-2025
NY-CMP-23317,Influencer,Premium Shoppers,19.00,"YouTube, Instagram",82928.00,10397.00,2390.00,1655.00,905285.00,55.38,8.88,Tamil,17.42,Tier 2 City Customers,26-02-2025
NY-CMP-23318,Influencer,Tier 2 City Customers,16.00,"Instagram, Email, YouTube",43523.00,5173.00,1161.00,571.00,266657.00,319.89,0.46,English,15.87,Premium Shoppers,14-04-2025
NY-CMP-23319,Social Media,College Students,23.00,"Instagram, Facebook",87087.00,2241.00,1033.00,383.00,105708.00,262.36,0.05,Bengali,4.20,Premium Shoppers,17-12-2024
NY-CMP-23320,Email,College Students,10.00,"WhatsApp, Google",35295.00,3430.00,1710.00,1191.00,659814.00,245.01,1.26,Tamil,17.94,Youth,29-12-2024
NY-CMP-23321,Email,Working Women,24.00,"Email, Instagram",34181.00,3997.00,1539.00,934.00,390412.00,273.93,0.53,Hindi,18.93,Youth,01-06-2025
NY-CMP-23322,SEO,Premium Shoppers,6.00,"Instagram, Google, Facebook",88850.00,4996.00,1558.00,875.00,209125.00,330.90,-0.28,Hindi,8.36,Working Women,11-07-2024
NY-CMP-23323,Influencer,Youth,29.00,Google,56516.00,3111.00,850.00,653.00,423797.00,163.86,2.96,Tamil,8.16,Premium Shoppers,14-05-2025
NY-CMP-23324,Influencer,Premium Shoppers,9.00,Google,22904.00,2264.00,1339.00,616.00,378840.00,425.57,0.45,Bengali,18.42,Premium Shoppers,24-10-2024
NY-CMP-23325,Paid Ads,Youth,24.00,Google,79655.00,5862.00,2617.00,1315.00,795575.00,132.78,3.56,English,12.30,Working Women,29-09-2024
NY-CMP-23326,SEO,College Students,16.00,"Email, WhatsApp, Google",69077.00,4311.00,1074.00,751.00,175734.00,169.27,0.38,Tamil,8.88,Tier 2 City Customers,29-01-2025
NY-CMP-23327,Paid Ads,Youth,13.00,"Email, WhatsApp, YouTube",70246.00,1880.00,383.00,174.00,111708.00,1089.69,-0.41,Bengali,3.47,Working Women,03-12-2025
NY-CMP-23328,Email,Youth,13.00,Facebook,41112.00,4751.00,1051.00,517.00,172678.00,502.84,-0.34,English,15.37,Youth,04-04-2025
NY-CMP-23329,Influencer,Youth,15.00,"WhatsApp, Google, Instagram",76598.00,5055.00,1337.00,536.00,227264.00,477.94,-0.11,Hindi,9.04,Tier 2 City Customers,04-02-2025
NY-CMP-23330,Social Media,Tier 2 City Customers,14.00,YouTube,61612.00,2038.00,827.00,435.00,209670.00,343.27,0.40,Hindi,5.36,Tier 2 City Customers,31-12-2024
NY-CMP-23331,Email,Working Women,7.00,"Instagram, YouTube, Email",58098.00,1497.00,787.00,341.00,272118.00,443.35,0.80,Hindi,4.52,Youth,05-08-2025
NY-CMP-23332,Social Media,Premium Shoppers,15.00,"YouTube, Instagram",60803.00,6500.00,3471.00,1786.00,423282.00,32.48,6.30,Bengali,19.34,Working Women,02-10-2025
NY-CMP-23333,Influencer,Tier 2 City Customers,23.00,WhatsApp,62618.00,2770.00,1542.00,497.00,194327.00,258.27,0.51,English,7.68,Premium Shoppers,28-02-2025
NY-CMP-23334,SEO,Tier 2 City Customers,7.00,"Email, Instagram",29839.00,2200.00,1307.00,407.00,146113.00,443.68,-0.19,Tamil,13.12,Youth,19-07-2024
NY-CMP-23335,Influencer,College Students,12.00,"Google, Facebook, YouTube",99043.00,10812.00,4360.00,2862.00,1250694.00,71.56,5.11,English,18.21,Youth,09-11-2024
NY-CMP-23336,Influencer,College Students,5.00,"Email, Instagram, Google",56412.00,5116.00,1780.00,1410.00,706410.00,93.28,4.37,Tamil,14.72,Working Women,04-06-2025
NY-CMP-23337,Email,Premium Shoppers,26.00,Instagram,29349.00,846.00,195.00,139.00,45870.00,519.67,-0.36,Hindi,4.02,College Students,20-12-2024
NY-CMP-23338,Influencer,Tier 2 City Customers,26.00,"Google, WhatsApp, Instagram",97625.00,13003.00,4830.00,2869.00,1517701.00,28.46,17.59,Hindi,21.21,Premium Shoppers,05-08-2025
NY-CMP-23339,Social Media,Youth,13.00,Email,55115.00,4259.00,1351.00,595.00,445060.00,286.62,1.61,Bengali,11.26,College Students,01-05-2025
NY-CMP-23340,Email,Premium Shoppers,19.00,WhatsApp,16716.00,2043.00,860.00,517.00,145794.00,175.31,0.61,Bengali,20.46,Tier 2 City Customers,07-10-2024
NY-CMP-23341,Influencer,Tier 2 City Customers,21.00,"WhatsApp, Facebook, Email",51439.00,4076.00,1101.00,338.00,216996.00,355.76,0.80,Hindi,10.72,Tier 2 City Customers,16-09-2024
NY-CMP-23342,SEO,Working Women,21.00,"YouTube, Google",79653.00,7821.00,2056.00,1574.00,864126.00,92.42,4.94,English,14.38,College Students,16-08-2024
NY-CMP-23343,Influencer,Tier 2 City Customers,21.00,Google,52821.00,7820.00,4029.00,3035.00,1031900.00,82.13,3.14,Hindi,28.18,College Students,27-08-2024
NY-CMP-23344,Email,Tier 2 City Customers,27.00,Google,84405.00,9285.00,4001.00,1784.00,470976.00,43.96,5.01,Hindi,17.85,College Students,04-03-2025
NY-CMP-23345,Paid Ads,Tier 2 City Customers,8.00,"Email, Facebook, Google",89331.00,11169.00,4229.00,2164.00,1155576.00,35.55,14.02,Bengali,19.66,Youth,01-01-2025
NY-CMP-23346,Social Media,Youth,15.00,Google,50196.00,1728.00,517.00,209.00,124773.00,786.70,-0.24,Hindi,4.89,Working Women,08-03-2024
NY-CMP-23347,Social Media,Youth,18.00,"Instagram, YouTube, Facebook",73564.00,6825.00,3475.00,1727.00,994752.00,85.48,5.74,English,16.35,Working Women,26-11-2024
NY-CMP-23348,Social Media,Youth,27.00,"Google, Instagram, Email",59206.00,4897.00,1514.00,578.00,432922.00,408.89,0.83,Bengali,11.80,Youth,23-04-2025
NY-CMP-23349,Influencer,Premium Shoppers,21.00,"YouTube, Google, Facebook",81729.00,3522.00,2075.00,722.00,468578.00,204.86,2.17,Tamil,7.73,Premium Shoppers,04-12-2025
NY-CMP-23350,Email,Youth,18.00,"Google, Facebook, Email",15870.00,672.00,311.00,211.00,48319.00,1012.19,-0.77,Hindi,7.52,Youth,04-12-2025
NY-CMP-23351,Email,Tier 2 City Customers,20.00,"Facebook, YouTube",88562.00,7102.00,2635.00,1434.00,474654.00,58.10,4.70,Tamil,12.61,College Students,13-05-2025
NY-CMP-23352,Social Media,Youth,7.00,"Facebook, Google",59962.00,1651.00,331.00,171.00,63441.00,897.50,-0.59,Hindi,3.59,Tier 2 City Customers,02-10-2025
NY-CMP-23353,Paid Ads,Premium Shoppers,9.00,YouTube,61700.00,1666.00,365.00,139.00,48789.00,1623.97,-0.78,Tamil,3.52,College Students,09-09-2024
NY-CMP-23354,Email,Working Women,26.00,"Facebook, WhatsApp",61479.00,5106.00,1236.00,886.00,385410.00,64.41,5.75,Bengali,11.76,College Students,20-07-2024
NY-CMP-23355,SEO,College Students,5.00,WhatsApp,43083.00,2331.00,913.00,642.00,264504.00,151.71,1.72,English,9.02,College Students,30-11-2024
NY-CMP-23356,SEO,Tier 2 City Customers,15.00,"Instagram, YouTube, Facebook",75461.00,10294.00,2748.00,1323.00,968436.00,180.97,3.04,Hindi,19.04,Tier 2 City Customers,24-04-2025
NY-CMP-23357,Influencer,Tier 2 City Customers,19.00,"Email, Google",43015.00,5569.00,1268.00,946.00,462594.00,226.38,1.16,Bengali,18.09,Youth,15-11-2024
NY-CMP-23358,Social Media,Tier 2 City Customers,5.00,Google,10508.00,535.00,166.00,61.00,46848.00,1831.56,-0.58,Tamil,7.25,College Students,29-11-2024
NY-CMP-23359,Paid Ads,Tier 2 City Customers,15.00,"Google, Instagram, YouTube",26546.00,2127.00,1075.00,675.00,164025.00,96.73,1.51,English,14.60,College Students,07-03-2024
NY-CMP-23360,Social Media,Premium Shoppers,20.00,"Facebook, Instagram",46503.00,4120.00,1671.00,861.00,394338.00,264.24,0.73,English,14.30,Tier 2 City Customers,23-04-2025
NY-CMP-23361,Influencer,College Students,20.00,"Instagram, Email, WhatsApp",20119.00,1700.00,896.00,308.00,238392.00,292.48,1.65,Tamil,14.43,Youth,24-07-2024
NY-CMP-23362,Social Media,Working Women,16.00,"WhatsApp, YouTube",37563.00,4198.00,1231.00,373.00,89893.00,783.72,-0.69,Bengali,15.45,Premium Shoppers,02-02-2025
NY-CMP-23363,Paid Ads,Youth,24.00,Email,39190.00,5814.00,2859.00,1411.00,290666.00,143.28,0.44,Bengali,25.73,College Students,12-07-2024
NY-CMP-23364,SEO,College Students,16.00,"Email, Instagram",20030.00,1099.00,502.00,195.00,61815.00,325.03,-0.02,Hindi,8.97,Premium Shoppers,11-07-2024
